cmt,exp,time,z,VWCLAYER,TLAYER
black_spruce,burn_1990,2023-01-03,0.4,0.29517560416164673,2.3829956529034155
black_spruce,burn_1990,2023-01-03,0.4,0.29517560416164673,2.377833501381846
black_spruce,burn_1990,2023-01-03,0.4,0.29517560416164673,2.3827366536322354
black_spruce,burn_1990,2023-01-03,0.4,0.29517560416164673,2.3776616358711093
black_spruce,burn_1990,2023-01-03,0.4,0.2951169906890552,2.3829956529034155
black_spruce,burn_1990,2023-01-03,0.4,0.2951169906890552,2.377833501381846
black_spruce,burn_1990,2023-01-03,0.4,0.2951169906890552,2.3827366536322354
black_spruce,burn_1990,2023-01-03,0.4,0.2951169906890552,2.3776616358711093
black_spruce,burn_1990,2023-01-03,0.4,0.2951776586836947,2.3829956529034155
black_spruce,burn_1990,2023-01-03,0.4,0.2951776586836947,2.377833501381846
black_spruce,burn_1990,2023-01-03,0.4,0.2951776586836947,2.3827366536322354
black_spruce,burn_1990,2023-01-03,0.4,0.2951776586836947,2.3776616358711093
black_spruce,burn_1990,2024-01-01,0.4,0.33312443382493373,0.6680197112550115
black_spruce,burn_1990,2024-01-01,0.4,0.33312443382493373,0.6638305828785298
black_spruce,burn_1990,2024-01-01,0.4,0.33312443382493373,0.667827021002969
black_spruce,burn_1990,2024-01-01,0.4,0.33312443382493373,0.6637307053156571
